,dir_name,img_file,bound_left,bound_top,bound_right,bound_bot,pan,roll,tilt,anger,joy,sorrow,surprise
21333,170524_1030_101/,G0017603.jpg,992,1417,1117,1563,2.213280200958252,3.19002628326416,-8.584239959716799,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21334,170524_1030_101/,G0017603.jpg,391,1337,506,1470,28.271303176879893,0.5057355761528015,-12.281170845031738,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21335,170524_1030_101/,G0017603.jpg,1324,1002,1411,1103,25.08598899841309,-18.74242401123047,4.367502212524413,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21336,170524_1030_101/,G0017603.jpg,2280,880,2340,950,14.482863426208494,-6.8161301612854,-1.554303526878357,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21337,170524_1030_101/,G0017603.jpg,2386,1069,2459,1153,13.673151016235352,-1.86218810081482,-3.734918355941773,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21338,170524_1030_101/,G0017603.jpg,1727,891,1789,963,-0.8155458569526672,-3.0193960666656494,-1.3301814794540403,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21339,170524_1030_101/,G0017604.jpg,2869,1194,2952,1291,23.75308609008789,5.401235580444336,-6.016075611114503,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21340,170524_1030_101/,G0017604.jpg,2746,1575,2878,1729,22.21123504638672,0.3376694619655609,-16.219226837158207,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21341,170524_1030_101/,G0017604.jpg,990,1412,1117,1560,3.0473010540008545,4.898796558380127,-7.725794792175293,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21342,170524_1030_101/,G0017604.jpg,1325,1003,1413,1105,22.205734252929688,-17.3594970703125,6.872250556945801,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21343,170524_1030_101/,G0017604.jpg,1722,891,1786,965,-0.8259891867637634,-4.8475494384765625,0.4210025072097778,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21344,170524_1030_101/,G0017604.jpg,2216,959,2285,1040,42.752418518066406,-3.3062663078308105,-9.843706130981444,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21345,170524_1030_101/,G0017604.jpg,2384,1067,2458,1153,17.933073043823242,-1.718700647354126,-6.019951820373535,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21346,170524_1030_101/,G0017604.jpg,392,1338,504,1468,31.11407470703125,2.28852915763855,-13.269200325012207,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21347,170524_1030_101/,G0017604.jpg,545,1623,695,1797,5.016766548156738,3.0794029235839844,4.6069111824035645,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21348,170524_1030_101/,G0017605.jpg,1928,1076,1996,1156,6.5166826248168945,16.388994216918945,1.5742260217666626,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21349,170524_1030_101/,G0017605.jpg,984,1412,1113,1562,3.601898193359375,4.677207946777344,-5.323979377746582,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21350,170524_1030_101/,G0017605.jpg,2749,1581,2876,1729,22.788461685180664,1.7497503757476809,-14.23683261871338,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21351,170524_1030_101/,G0017605.jpg,2874,1196,2955,1290,14.559322357177734,3.512587070465088,-2.5944204330444336,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21352,170524_1030_101/,G0017605.jpg,1326,1003,1413,1105,23.079593658447266,-18.692678451538086,5.84697961807251,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21353,170524_1030_101/,G0017605.jpg,1719,885,1783,959,-0.8143571019172668,-4.182084560394287,-2.96016263961792,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21354,170524_1030_101/,G0017605.jpg,2384,1067,2458,1153,16.208498001098633,-2.403228998184204,-5.435304164886475,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21355,170524_1030_101/,G0017605.jpg,394,1337,509,1471,26.76723289489746,0.3200032114982605,-11.291842460632324,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21356,170524_1030_101/,G0017606.jpg,2873,1196,2955,1291,13.78955078125,2.9177584648132324,-4.315149784088135,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21357,170524_1030_101/,G0017606.jpg,2749,1582,2876,1731,24.77380561828613,3.097090005874634,-14.142812728881836,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21358,170524_1030_101/,G0017606.jpg,1745,881,1808,955,2.3697519302368164,0.8489071130752563,-2.96595311164856,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21359,170524_1030_101/,G0017606.jpg,2384,1068,2456,1152,20.46779441833496,-0.640433132648468,-5.959446430206299,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21360,170524_1030_101/,G0017606.jpg,1920,1091,1987,1169,-1.0320761203765871,17.16314697265625,-10.852215766906738,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21361,170524_1030_101/,G0017606.jpg,393,1338,508,1472,26.88088035583496,-0.9979231357574464,-10.377426147460938,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21362,170524_1030_101/,G0017606.jpg,2277,880,2340,954,18.448360443115234,-10.859437942504883,0.4157055020332336,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21363,170524_1030_101/,G0017606.jpg,2221,954,2292,1036,29.97644805908203,-8.799992561340332,-13.286696434020994,Likelihood.LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21364,170524_1030_101/,G0017606.jpg,3660,983,3766,1107,-5.031367778778076,9.07985782623291,11.375435829162598,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21365,170524_1030_101/,G0017607.jpg,2874,1193,2955,1287,20.57637596130371,0.2300322651863098,0.9328185319900512,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21366,170524_1030_101/,G0017607.jpg,2749,1580,2877,1730,23.24268341064453,2.7549848556518555,-16.203218460083008,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21367,170524_1030_101/,G0017607.jpg,1925,1093,1993,1172,2.7738585472106934,5.708537578582764,-11.177021026611328,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21368,170524_1030_101/,G0017607.jpg,2230,959,2299,1040,19.38725471496582,-8.204482078552246,-3.261497974395752,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21369,170524_1030_101/,G0017607.jpg,1722,878,1782,948,1.4708232879638672,0.09298363327980044,4.62116289138794,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21370,170524_1030_101/,G0017607.jpg,392,1338,505,1469,29.5694580078125,1.3677661418914795,-12.173698425292967,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21371,170524_1030_101/,G0017607.jpg,2385,1068,2458,1153,16.37406349182129,-1.6279443502426147,-5.295056343078613,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21372,170524_1030_101/,G0017608.jpg,979,1410,1110,1563,4.1486783027648935,5.280649185180664,-8.852903366088867,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21373,170524_1030_101/,G0017608.jpg,2230,960,2299,1040,18.06080436706543,-8.082443237304688,-2.7059671878814697,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21374,170524_1030_101/,G0017608.jpg,2750,1583,2875,1729,23.9799861907959,3.5627918243408203,-16.380548477172848,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21375,170524_1030_101/,G0017608.jpg,2873,1191,2955,1287,14.61732578277588,-0.5207363963127136,7.701289176940918,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21376,170524_1030_101/,G0017608.jpg,1928,1093,1998,1174,19.70447540283203,9.031866073608398,-22.3161678314209,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21377,170524_1030_101/,G0017608.jpg,2032,954,2091,1022,5.293051719665527,-8.080585479736326,-1.3156274557113647,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
21378,170524_1030_101/,G0017608.jpg,2385,1067,2458,1153,15.22091293334961,-2.008789539337158,-6.063406944274902,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21379,170524_1030_101/,G0017608.jpg,1721,877,1781,947,1.572243332862854,0.7027392983436584,3.9794406890869136,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21380,170524_1030_101/,G0017608.jpg,383,1339,494,1468,12.23546314239502,-14.724265098571776,-5.971213340759277,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21381,170524_1030_101/,G0017609.jpg,2873,1195,2955,1290,7.5987443923950195,1.7152185440063477,1.8036141395568848,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21382,170524_1030_101/,G0017609.jpg,2227,955,2298,1039,22.536081314086914,-6.877055168151856,-9.528980255126953,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21383,170524_1030_101/,G0017609.jpg,2748,1579,2878,1731,23.65354156494141,2.4806158542633057,-17.78828239440918,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21384,170524_1030_101/,G0017609.jpg,377,1338,492,1472,12.49746799468994,-15.536310195922852,-4.732983589172363,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21385,170524_1030_101/,G0017609.jpg,977,1412,1108,1564,2.1563150882720947,4.057194232940674,-7.787148475646973,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21386,170524_1030_101/,G0017609.jpg,1726,884,1786,953,3.4482948780059814,3.770294189453125,0.18694812059402466,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21387,170524_1030_101/,G0017609.jpg,2059,963,2122,1036,20.362619400024414,-4.908885478973389,-13.24028778076172,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21388,170524_1030_101/,G0017609.jpg,1943,1115,2010,1193,16.447998046875,11.574341773986815,-21.87615966796875,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21389,170524_1030_101/,G0017609.jpg,2386,1069,2459,1154,13.377167701721193,-2.8172266483306885,-2.3988289833068848,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21390,170524_1030_101/,G0017610.jpg,2750,1583,2877,1731,23.5889892578125,2.4830071926116943,-15.044527053833008,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21391,170524_1030_101/,G0017610.jpg,2227,955,2297,1037,22.75090789794922,-5.549078464508057,-12.533550262451172,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21392,170524_1030_101/,G0017610.jpg,1726,887,1786,956,10.063995361328123,2.1952221393585205,0.7242457866668701,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21393,170524_1030_101/,G0017610.jpg,2869,1194,2953,1291,8.466155052185059,2.9470529556274414,-1.7132307291030884,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21394,170524_1030_101/,G0017610.jpg,2385,1069,2458,1154,15.521562576293945,-2.8800082206726074,-2.291268348693848,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21395,170524_1030_101/,G0017610.jpg,381,1351,487,1475,12.79088020324707,-17.642242431640625,1.7399410009384155,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21396,170524_1030_101/,G0017610.jpg,627,2081,868,2360,0.9985263347625732,-24.60205841064453,-7.7990336418151855,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21397,170524_1030_101/,G0017610.jpg,1937,1122,2006,1203,18.64333915710449,11.914653778076172,-16.49745750427246,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21398,170524_1030_101/,G0017610.jpg,2222,852,2278,916,7.924316883087157,0.9299883246421814,11.485836029052734,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21399,170524_1030_101/,G0017611.jpg,2231,958,2300,1038,14.894946098327635,-8.5443115234375,-7.985276699066162,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21400,170524_1030_101/,G0017611.jpg,2748,1579,2878,1730,23.98202705383301,2.6462409496307373,-17.681062698364258,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21401,170524_1030_101/,G0017611.jpg,1727,890,1786,958,3.827465534210205,1.7615610361099243,0.6846573352813721,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21402,170524_1030_101/,G0017611.jpg,2872,1196,2954,1292,3.0957365036010738,2.9028720855712886,-4.430427074432373,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21403,170524_1030_101/,G0017611.jpg,377,1341,493,1476,7.311914443969727,-19.905731201171875,-6.9873104095458975,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21404,170524_1030_101/,G0017611.jpg,2059,963,2123,1037,10.356180191040039,-6.427490234375,-12.867379188537598,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21405,170524_1030_101/,G0017611.jpg,1323,1005,1407,1103,29.0703182220459,-19.434579849243164,2.3738300800323486,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21406,170524_1030_101/,G0017611.jpg,2386,1069,2459,1154,13.05815887451172,-2.311124324798584,-2.467449426651001,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21407,170524_1030_101/,G0017611.jpg,3500,917,3558,984,-6.864670753479004,0.4400545358657837,1.9959901571273804,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21408,170524_1030_101/,G0017611.jpg,727,1293,864,1452,9.140857696533203,-18.134685516357425,15.742124557495115,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21409,170524_1030_101/,G0017612.jpg,2231,961,2298,1039,18.3830509185791,-7.809762001037598,-3.8552088737487793,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21410,170524_1030_101/,G0017612.jpg,2750,1580,2879,1731,24.025434494018555,3.323674440383911,-17.803844451904297,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21411,170524_1030_101/,G0017612.jpg,1725,890,1784,959,8.862451553344727,2.8454439640045166,-0.8050261735916138,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21412,170524_1030_101/,G0017612.jpg,372,1343,489,1479,2.131378173828125,-23.61057090759277,-7.020842552185059,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21413,170524_1030_101/,G0017612.jpg,1314,1007,1397,1104,38.782676696777344,-5.013176918029785,-9.593249320983887,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21414,170524_1030_101/,G0017612.jpg,2593,1094,2658,1170,-0.09955346584320067,9.904809951782227,1.610115647315979,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21415,170524_1030_101/,G0017612.jpg,2387,1069,2460,1153,11.932880401611328,-2.7251222133636475,-3.7060227394104,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21416,170524_1030_101/,G0017612.jpg,2878,1203,2957,1295,32.98020553588867,16.533939361572266,-19.085250854492188,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21417,170524_1030_101/,G0017613.jpg,2747,1578,2880,1732,24.70372200012207,2.955078601837158,-17.828075408935547,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21418,170524_1030_101/,G0017613.jpg,1723,888,1784,960,11.571148872375488,2.0327682495117188,0.09840469807386397,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21419,170524_1030_101/,G0017613.jpg,2873,1197,2957,1295,28.985713958740234,9.9192476272583,-12.652344703674315,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21420,170524_1030_101/,G0017613.jpg,249,1063,349,1180,4.596072196960449,-14.891966819763185,-6.117106914520264,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21421,170524_1030_101/,G0017613.jpg,2227,958,2296,1039,24.2794246673584,-5.232211589813232,-8.756912231445312,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21422,170524_1030_101/,G0017613.jpg,2387,1070,2460,1154,10.553348541259766,-3.1540126800537114,-1.8404239416122443,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21423,170524_1030_101/,G0017613.jpg,3670,990,3758,1093,-6.9872188568115225,3.3802404403686523,3.60379958152771,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21424,170524_1030_101/,G0017613.jpg,2587,1098,2651,1172,-15.224546432495115,-6.467444896697997,-1.206963300704956,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21425,170524_1030_101/,G0017613.jpg,1301,999,1396,1109,40.55485153198242,0.6047931313514711,-32.76413345336914,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21426,170524_1030_101/,G0017613.jpg,1944,1150,2017,1234,4.104877948760986,9.102309226989746,-15.063572883605955,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21427,170524_1030_101/,G0017614.jpg,2872,1195,2956,1293,21.797473907470703,7.716257572174072,-11.489706993103027,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21428,170524_1030_101/,G0017614.jpg,1723,885,1786,959,8.255300521850586,3.371169090270996,-4.928576946258545,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21429,170524_1030_101/,G0017614.jpg,2228,959,2298,1040,18.29712104797364,-6.690361022949219,-5.639476776123048,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21430,170524_1030_101/,G0017614.jpg,2748,1578,2880,1731,23.671520233154297,2.4409916400909424,-18.263811111450195,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21431,170524_1030_101/,G0017614.jpg,247,1063,347,1178,7.031235694885254,-14.640739440917967,-5.7117252349853525,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21432,170524_1030_101/,G0017614.jpg,2285,878,2348,951,5.808905601501465,-4.444413661956787,-4.1622796058654785,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21433,170524_1030_101/,G0017614.jpg,2589,1092,2656,1170,-16.030231475830078,-7.333394050598144,-4.564301490783691,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21434,170524_1030_101/,G0017614.jpg,2386,1068,2458,1152,13.692049026489258,-3.0929412841796875,-4.985307216644287,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21435,170524_1030_101/,G0017614.jpg,377,1355,492,1489,-0.9936302304267884,-26.03154373168945,-4.168732166290283,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21436,170524_1030_101/,G0017614.jpg,1917,908,1971,970,-4.260311126708984,10.066797256469727,6.4204936027526855,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21437,170524_1030_101/,G0017614.jpg,1940,1145,2016,1233,9.328470230102539,12.054168701171875,-21.788801193237305,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
21438,170524_1030_101/,G0017615.jpg,2230,960,2298,1039,17.288114547729492,-6.166148662567139,-6.300240516662598,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
